,SampleName,replicate,dilution,wwtp,sample_date,filt_protocol,file_name,run_date,ChamberID,target,sample_type,pcr_mix,volume_mL,PCR_ID,spiked,TotalDroplets,SARS-N1_PositiveDroplets,SARS-N1_PosCtrl-PosDrops,SARS-N1_NTCtrl-PosDrops,SARS-N1_(gc/rxn),SARS-N1_(gc/eluate),SARS-N1_(gc/mLWW),SARS-N1_spiked-(gc/rxn),SARS-N1_spNTC-(gc/rxn),SARS-N1_InhibitionQuant,MHV_PositiveDroplets,MHV_PosCtrl-PosDrops,MHV_NTCtrl-PosDrops,MHV_(gc/rxn),MHV_(gc/eluate),MHV_(gc/mLWW),MHV_spiked-(gc/rxn),MHV_spNTC-(gc/rxn),MHV_InhibitionQuant,MHV_SpikeIn(gc),MHV_PercRecovery,failure,chip_counts,fail_counts,failure_rate
110,19_2023-03-24,A,3,ARA Altenrhein,2023-03-24,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675342-9-A5,n1mhv,ww,qscript_xlt,40.0,V,False,27811,178.0,3440.0,0.0,309.2926403452298,14846.04673657103,371.1511684142758,719.1678563696782,378.1774055074592,1.05,1882.0,2631.0,0.0,3375.22121624106,162010.6183795709,4050.265459489272,4042.656265695397,288.2992437104704,1.1,438809.9838074066,36.92044947880612,0,12.0,0.0,0.0
111,19_2023-03-24,A,3,ARA Altenrhein,2023-03-24,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675342-9-B5,n1mhv,ww,qscript_xlt,40.0,V,False,25377,175.0,3440.0,0.0,333.3283016611647,15999.75847973591,399.9939619933977,719.1678563696782,378.1774055074592,1.01,1973.0,2631.0,0.0,3898.665899036485,187135.9631537513,4678.399078843782,4042.656265695397,288.2992437104704,0.97,438809.9838074066,42.64624098340596,0,12.0,0.0,0.0
116,19_2023-03-23,A,3,ARA Altenrhein,2023-03-23,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675302-3-C4,n1mhv,ww,qscript_xlt,40.0,V,False,16869,236.0,3440.0,0.0,678.6581970027197,32575.59345613055,814.3898364032636,1149.306101833458,348.3287362055033,1.12,0.0,2631.0,0.0,0.0,0.0,0.0,249.3652453529066,283.136706538523,0.88,438809.9838074066,0.0,0,12.0,0.0,0.0
117,19_2023-03-23,A,3,ARA Altenrhein,2023-03-23,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675302-3-D4,n1mhv,ww,qscript_xlt,40.0,V,False,27373,372.0,3440.0,0.0,659.1148242513121,31637.51156406298,790.9377891015745,1149.306101833458,348.3287362055033,1.14,0.0,2631.0,0.0,0.0,0.0,0.0,249.3652453529066,283.136706538523,0.88,438809.9838074066,0.0,0,12.0,0.0,0.0
122,19_2023-03-22,A,3,ARA Altenrhein,2023-03-22,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675302-3-A4,n1mhv,ww,qscript_xlt,40.0,V,False,27133,358.0,3440.0,0.0,639.7920481130104,30710.0183094245,767.7504577356125,1038.903306972126,348.3287362055033,1.05,1342.0,2631.0,0.0,2443.405847409529,117283.4806756574,2932.087016891435,2534.646301367406,283.136706538523,0.93,438809.9838074066,26.72762357365438,0,12.0,0.0,0.0
123,19_2023-03-22,A,3,ARA Altenrhein,2023-03-22,v4.2,20230329_N1MHV_03220326_17.xlsx,2023-03-29,S-0675302-3-B4,n1mhv,ww,qscript_xlt,40.0,V,False,26399,357.0,3440.0,0.0,655.8531474198319,31480.95107615193,787.0237769037983,1038.903306972126,348.3287362055033,1.03,1237.0,2631.0,0.0,2311.715352506411,110962.3369203077,2774.058423007694,2534.646301367406,283.136706538523,0.98,438809.9838074066,25.28710398918568,0,12.0,0.0,0.0
235,19_2023-03-21,A,3,ARA Altenrhein,2023-03-21,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0674773-2-A6,n1mhv,ww,qscript_xlt,40.0,V,False,24732,251.0,2816.0,0.0,491.3605594084556,23585.30685160587,589.6326712901467,986.4811604339062,429.33245692397,1.07,1032.0,2175.0,0.0,2053.126375493101,98550.06602366883,2463.751650591721,2610.527683556078,306.263866596304,1.11,438809.9838074066,22.45848309297411,0,12.0,0.0,0.0
236,19_2023-03-21,A,3,ARA Altenrhein,2023-03-21,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0674773-2-B6,n1mhv,ww,qscript_xlt,40.0,V,False,15781,157.0,2816.0,0.0,481.6228897696426,23117.89870894284,577.9474677235711,986.4811604339062,429.33245692397,1.08,728.0,2175.0,0.0,2275.01820267961,109200.8737286213,2730.021843215532,2610.527683556078,306.263866596304,1.01,438809.9838074066,24.88568577704683,0,12.0,0.0,0.0
247,19_2023-03-20,A,3,ARA Altenrhein,2023-03-20,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0683634-4-C5,n1mhv,ww,qscript_xlt,40.0,V,False,25959,334.0,2816.0,0.0,623.7925257292478,29942.0412350039,748.5510308750975,1187.767365472527,429.33245692397,1.13,0.0,2175.0,0.0,0.0,0.0,0.0,320.3258347927195,306.263866596304,1.05,438809.9838074066,0.0,0,12.0,0.0,0.0
248,19_2023-03-20,A,3,ARA Altenrhein,2023-03-20,v4.2,20230323_N1MHV_03200321_17.xlsx,2023-03-23,S-0683634-4-D5,n1mhv,ww,qscript_xlt,40.0,V,False,26805,385.0,2816.0,0.0,696.8756351311087,33450.03048629322,836.2507621573304,1187.767365472527,429.33245692397,1.05,0.0,2175.0,0.0,0.0,0.0,0.0,320.3258347927195,306.263866596304,1.05,438809.9838074066,0.0,0,12.0,0.0,0.0
270,19_2023-03-19,A,3,ARA Altenrhein,2023-03-19,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676869-0-A6,n1mhv,ww,qscript_xlt,40.0,U,False,23579,138.0,2608.0,0.0,282.7485295789949,13571.92941979175,339.2982354947939,765.8844812549995,429.33245692397,1.08,1075.0,2023.0,0.0,2247.755982724221,107892.2871707626,2697.307179269065,2805.295336448661,306.263866596304,1.1,438809.9838074066,24.58747320072746,0,12.0,0.0,0.0
271,19_2023-03-19,A,3,ARA Altenrhein,2023-03-19,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676869-0-B6,n1mhv,ww,qscript_xlt,40.0,U,False,22257,121.0,2608.0,0.0,262.5878319303324,12604.21593265596,315.1053983163989,765.8844812549995,429.33245692397,1.11,1011.0,2023.0,0.0,2239.302674261893,107486.5283645709,2687.163209114272,2805.295336448661,306.263866596304,1.1,438809.9838074066,24.49500520292324,0,12.0,0.0,0.0
276,19_2023-03-18,A,3,ARA Altenrhein,2023-03-18,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676864-5-C5,n1mhv,ww,qscript_xlt,40.0,U,False,19840,232.0,2608.0,0.0,566.5922750922595,27196.42920442845,679.9107301107113,1033.725248062023,429.33245692397,1.04,0.0,2023.0,0.0,0.0,0.0,0.0,328.1563158487555,306.263866596304,1.07,438809.9838074066,0.0,0,12.0,0.0,0.0
277,19_2023-03-18,A,3,ARA Altenrhein,2023-03-18,v4.2,20230322_N1MHV_03150319_17.xlsx,2023-03-22,S-0676864-5-D5,n1mhv,ww,qscript_xlt,40.0,U,False,23401,279.0,2608.0,0.0,577.755840084054,27732.28032403459,693.3070081008648,1033.725248062023,429.33245692397,1.03,0.0,2023.0,0.0,0.0,0.0,0.0,328.1563158487555,306.263866596304,1.07,438809.9838074066,0.0,0,12.0,0.0,0.0
